Dates;Andorre;Émirats arabes Unis;Afghanistan;Antigua-et-Barbuda;Anguilla;Albanie;Arménie;Angola;Argentine;Autriche;Australie;Aruba;Azerbaïdjan;Bosnie-Herzégovine;Barbade;Bangladesh;Belgique;Burkina Faso;Bulgarie;Bahreïn;Burundi;Bénin;Bermudes;Brunei;Bolivie;Bonaire;Brésil;Bahamas;Bhoutan;Botswana;Biélorussie;Belize;Canada;République démocratique du Congo;République centrafricaine;Congo;Suisse;Côte d’Ivoire;Chili;Cameroun;Chine;Colombie;Costa Rica;Cuba;Cap Vert;Curaçao;Chypre;République tchèque;Allemagne;Djibouti;Danemark;Dominique;République dominicaine;Algérie;Équateur;Estonie;Égypte;Sahara Occidental;Grèce;Erythrée;Espagne;Éthiopie;Finlande;Fidji;Îles Malouines;Îles Féroé;France;Gabon;Grenade;Géorgie;Guernesey;Ghana;Gibraltar;Groeland;Gambie;Guinée;Guinée équatoriale;Guatemala;Guam;Guinée Bissau;Guyana;Honduras;Croatie;Haïti;Hongrie;Indonésie;Irlande;Israël;Île de Man;Inde;Irak;Iran;Islande;Italie;Jersey;Jamaïque;Jordanie;Japon;Kenya;Kirghizistan;Cambodge;Comores;Saint-Kitts-et-Nevis;Corée du Sud;Koweït;Îles Caïmans;Kazakhstan;Laos;Liban;Sainte Lucie;Liechtenstein;Sri Lanka;Liberia;Lesotho;Lituanie;Luxembourg;Lettonie;Libye;Maroc;Monaco;Moldavie;Monténégro;Madagascar;Macédoine du Nord;Mali;Birmanie;Mongolie;Îles Mariannes du Nord;Mauritanie;Montserrat;Malte;Maurice;Maldives;Malawi;Mexique;Malaisie;Mozambique;Namibie;Nouvelle Calédonie;Niger;Nigeria;Nicaragua;Pays-Bas;Norvège;Népal;Nouvelle-Zélande;Oman;Panama;Perou;Polynésie française;Papouasie-Nouvelle-Guinée;Philippines;Pakistan;Pologne;Porto Rico;Palestine;Portugal;Paraguay;Qatar;Roumanie;Serbie;Russie;Rwanda;Arabie saoudite;Seychelles;Soudan;Suède;Singapour;Slovénie;Slovaquie;Sierra Leone;Saint-Marin;Sénégal;Somalie;Suriname;Soudan-du-Sud;Sao-Tomé-et-Principe;Salvador;Saint-Martin;Syrie;Eswatini;Îles Turques-et-Caïques;Tchad;Togo;Thaïlande;Tadjikistan;Timor oriental;Tunisie;Turquie;Trinidad et Tobago;Taïwan;Tanzanie;Ukraine;Ouganda;Royaume-Uni;États-Unis;Uruguay;Ouzbékistan;Vatican;Saint-Vincent-et-les-Grenadines;Venezuela;Îles Vierges britanniques;Îles Vierges américaines;Vietnam;Kosovo;Yémen;Afrique du Sud;Zambie;Zimbabwe
2/9/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;2607;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;0;;;0;;;1;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;1;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;7;;;;0;;;;;;;;;;;;;0;;;;;;1;;;;0;0;;;;;;;;1;;;;;
2/10/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;2974;;;;;;;0;0;;0;;0;0;0;0;0;;0;;1;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;0;;;0;;;2;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;2;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;3;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;4;0;;;;;;;;0;;;;;
2/11/20;;1;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;2490;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;0;;;0;;;1;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;2;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;1;1;;;;;;;;1;;;;;
2/12/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;2028;;;;;;;0;2;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;0;;;0;;;0;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;2;;;;0;;;;;;;;;;;;;1;;;;;;0;;;;0;0;;;;;;;;0;;;;;
2/13/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;15141;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;4;;;0;;;0;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;3;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;1;1;;;;;;;;1;;;;;
2/14/20;;0;0;;;;0;;;0;1;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;4156;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;1;;;0;;;0;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;1;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;8;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;0;1;;;;;;;;0;;;;;
2/15/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;1;;;;0;;;;2538;;;;;;;0;0;;0;;0;0;0;0;1;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;8;;;0;;;0;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;2;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;9;;;;0;;;;;;;;;;;;;1;;;;;;0;;;;0;0;;;;;;;;0;;;;;
2/16/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;2007;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;14;;;0;;;1;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;1;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;5;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;0;0;;;;;;;;0;;;;;
2/17/20;;1;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;2052;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;1;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;7;;;0;;;1;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;3;;;;0;;;;;;;;;;;;;0;;;;;;2;;;;0;0;;;;;;;;0;;;;;
2/18/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;1890;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;0;;;0;;;1;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;2;;;;0;;;;;;;;;;;;;1;;;;;;2;;;;0;0;;;;;;;;0;;;;;
2/19/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;1750;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;0;0;0;;;;7;;;0;;;15;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;4;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;0;0;;;;;;;;0;;;;;
2/20/20;;0;0;;;;0;;;0;0;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;394;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;2;0;0;;;;18;;;0;;;34;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;3;;;;0;;;;;;;;;;;;;0;;;;;;2;;;;0;0;;;;;;;;0;;;;;
2/21/20;;0;0;;;;0;;;0;2;;0;;;;0;;;0;;;;;;;0;;;;0;;1;;;;0;;;;891;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;3;0;0;;;;9;;;0;;;75;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;1;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;0;1;;;;;;;;0;;;;;
2/22/20;;2;0;;;;0;;;0;4;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;826;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;1;;0;0;13;0;14;;;;12;;;0;;;190;0;;;;1;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;1;;;;0;;;;;;;;;;;;;0;;;;;;2;;;;0;19;;;;;;;;0;;;;;
2/23/20;;2;0;;;;0;;;0;1;;0;;;;0;;;0;;;;;;;0;;;;0;;0;;;;0;;;;647;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;0;10;0;62;;;;27;;;0;;;256;0;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;3;;;;0;;;;;;;;;;;;;0;;;;;;0;;;;1;0;;;;;;;;0;;;;;
2/24/20;;0;0;;;;0;;;0;0;;0;;;;0;;;1;;;;;;;0;;;;0;;0;;;;0;;;;218;;;;;;;0;0;;0;;0;0;0;0;0;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;1;;0;0;15;0;53;;;;12;;;0;;;161;3;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;0;;;;;0;0;;;;;;0;0;;0;;;;;0;0;;;;0;;;;;;;;;;;;;0;;;;;;2;;;;0;0;;;;;;;;0;;;;;
2/25/20;;0;1;;;;0;;;0;0;;0;;;;0;;;1;;;;;;;0;;;;0;;2;;;;0;;;;515;;;;;;;0;0;;0;;0;0;0;0;0;;0;;1;;0;;;;0;;;0;;;;;;;;;;;;;0;;;0;0;0;;0;1;18;0;97;;;;0;;;0;;;130;2;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;2;;;;;0;0;;;;;;0;0;;0;;;;;0;1;;;;0;;;;;;;;;;;;;2;;;;;;2;;;;0;18;;;;;;;;0;;;;;
2/26/20;;0;0;;;;0;;;2;0;;0;;;;0;;;21;;;;;;;1;;;;0;;0;;;;1;;;;410;;;;;;;0;2;;0;;0;1;0;0;0;;0;;6;;0;;;;2;;;0;;;;;;;;;;;;;1;;;0;0;0;;0;4;34;0;93;;;;20;;;0;;;254;6;;;;0;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;0;0;;;;;0;;0;0;0;0;2;;;;;0;0;;;;;;0;0;;0;;;;;0;1;;;;0;;;;;;;;;;;;;3;;;;;;1;;;;2;0;;;;;;;;0;;;;;
2/27/20;;0;0;;;;0;;;0;1;;0;;;;0;;;10;;;;;;;0;;;;0;;1;;;;0;;;;439;;;;;;;0;4;;1;;0;0;0;0;0;;1;;8;;1;;;;3;;;1;;;;;;;;;;;;;1;;;0;0;0;;0;0;44;0;78;;;;22;;;0;;;449;15;;;;1;;;0;;;0;0;;;;0;;;;1;;;;;;;;;;;0;0;;;;;0;;0;1;0;0;0;;;;;0;2;;;;;;0;1;;0;;;;;1;2;;;;0;;;;;;;;;;;;;0;;;;;;1;;;;5;6;;;;;;;;0;;;;;
2/28/20;;6;0;;;;0;;;3;0;;0;;;;0;;;0;;;;;;;0;;;;1;;2;;;;7;;;;329;;;;;;;0;26;;0;;0;0;0;1;0;;2;;18;;0;;;;21;;;0;;;;;;;;;;;;;1;;;0;0;1;;0;1;106;0;250;;;;24;;;0;;;427;17;;;;1;;;0;;;1;0;;;;0;;;;0;;;;;;;;;;;0;1;;;;;1;;1;3;0;1;2;;;;;0;0;;;;;;0;0;;0;;;;;5;3;;;;1;;;;;;;;;;;;;0;;;;;;2;;;;4;1;;;;;;;;0;;;;;
2/29/20;;0;0;;;;0;;;2;2;;1;;;;0;;;5;;;;;;;0;;;;0;;2;;;;4;;;;428;;;;;;;0;10;;1;;0;0;0;0;0;;1;;19;;1;;;;19;;;1;;;;;;;;;;;;;2;;;0;0;4;;0;1;143;1;238;;;;20;;;0;;;909;2;;;;0;;;0;;;0;0;;;;1;;;;0;;;;;;;;;;;2;2;;;;;0;;1;2;0;0;0;;;;;0;0;;;;;;0;2;;0;;;;;5;2;;;;0;;;;;;;;;;;;;2;;;;;;5;;;;8;6;;;;;;;;0;;;;;
3/1/20;;2;0;;;;1;;;3;1;;0;;;;0;;;3;;;;;;;1;;;;0;;4;;;;6;;;;574;;;;;;;0;54;;1;;0;2;1;0;0;;3;;28;;0;;;;43;;;1;;;;;;;;;;;;;0;;;0;1;0;;0;6;205;0;240;;;;9;;;0;;;595;0;;;;1;;;0;;;0;1;;;;0;;;;0;;;;;;;;;;;2;0;;;;;0;;5;9;0;0;0;;;;;0;2;;;;;;1;0;;0;;;;;1;4;;;;0;;;;;;;;;;;;;0;;;;;;1;;;;12;3;;;;;;;;0;;;;;
3/2/20;;0;0;;;;0;;;4;3;;2;;;;18;;;;;;;;;;0;;;;0;;4;;;;6;;;;205;;;;;;;3;18;;1;;1;0;5;0;1;;0;;54;;3;;;;30;;;0;;;;;;;;;;;;;2;;;2;0;3;;0;6;385;2;561;;;;15;;;0;;;686;1;;;;6;;;0;;;0;0;;;;0;;;;0;;;;;;;;;;;1;4;;;;;0;;6;4;0;0;0;;;;;0;0;;;;;;2;0;;0;;;;;1;4;;;;7;;;;;;;;;;;;;1;;;;;;0;;;;5;20;;;;;;;;0;;;;;
3/3/20;1;;0;;;;;;;4;4;;;;;;19;;;6;;;;;;;;;;;;;3;;;;6;;;;127;;;;;;;2;28;;1;;;;1;;;;;;56;;;;;;48;;;;;;;;;;;;;;;;1;;;;;;;2;2;523;3;347;;;1;0;;;;;;600;10;;;;3;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;5;6;;;1;;;;;;;;;;2;;;;;1;;1;;;1;2;;;;;1;;;;;;1;;;;;;;;;1;;;1;;;;22;14;;;;;;;;;;;;;
3/4/20;;6;0;;;;;;1;6;8;;;;;;34;;;2;;;;;;;;;;;3;;3;;;;7;;1;;119;;;;;;;0;39;;3;;;2;;1;;;;;75;;1;;;;34;;;;;;;;;;;;;;;;1;;;;1;;;1;5;835;10;466;;;;14;;;;;;516;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;10;8;;1;;;;;;;1;1;;;2;;5;1;;1;;;;;9;2;;;;2;;;;;;;;;;;;;;;;;;;1;;1;;40;22;;;;;;;;;;;;;
3/5/20;;;0;;;;;;;5;11;;;;;;53;;;3;;;;;;;1;;;;2;;3;;;;20;;2;;117;;;;;;;3;66;;2;;;7;3;;;;3;;81;;;;;;73;;;0;;;;;;;;;;;;;;;2;;4;5;;22;5;586;10;587;;;;49;;;;;;438;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;14;;;;;;;10;23;;1;8;;;;;;;;;;1;;;;;;;;;;11;2;1;;;5;2;;;;;;;;;;;;4;;;;;;;;;;55;34;;;;;;;;;;;;;
3/6/20;;2;0;;;;;;1;12;7;;3;2;;;81;;;0;;;;;;;5;;1;;;;12;;;;30;;1;;170;;;;;;;4;138;;10;;;5;3;3;1;;22;;183;;5;;;1;138;;;6;;;;;;;;;;;;;1;;;;7;2;;1;7;591;9;769;;;;32;;;;;;518;2;;;;3;;;;;;;;;;1;;;;;;;;;;;;;;;;;0;;;;;;;44;30;;1;1;;;;;;;;;7;4;;;2;;;;4;;;26;5;5;;;7;1;;;;;;;;;;;;;;;;;;2;;;;56;74;;;;;;;;;;;;;
3/7/20;;;0;;;;;;6;33;4;;3;;;;110;;;4;;;;;;;5;;;;;;6;;;;122;;1;1;101;1;1;;;;;7;284;;3;;1;;;5;12;;13;;233;;7;;;1;190;;;;;;;;;;;;;;;;1;;2;2;5;2;;2;;1234;8;778;;;;59;;;;;;483;;;;;6;;;;;;;2;;;;;;;;;;;;;;;1;;;;;33;;;;;;;46;27;;1;;;1;;;2;1;4;;9;4;;3;1;1;6;;;;;76;13;3;1;;1;;;;;;;;;;;;1;3;;;;;;1;;;;51;105;;;1;;;;;1;;;1;;
3/8/20;;16;3;;;;;;1;25;11;;;;;;27;;2;7;;;;;;;0;;;;;;6;;;;55;;;;46;;;;;;;7;163;;8;;;;;;;;21;;330;;;;;1;103;;;3;;;;;;;;;;;;;1;;3;;1;6;;3;16;1076;10;1247;;;0;47;;;1;;;367;3;;;;;;;;;;;;1;;;;1;;;;;;;;;;2;;2;;;10;;;;;;;60;34;;;;;;;;1;;1;;3;8;1;1;6;;;;2;;;24;8;3;2;;3;;;;;;;;;;;;;;;;;;;0;;;;81;95;;;;;;;;4;;;1;;
3/9/20;;;0;;;2;;;3;3;6;;;;;3;65;;2;16;;;;;;;12;;;;;;5;;;;68;;5;1;45;;4;;;;;6;55;;7;;;3;1;;34;;7;;433;;11;;;0;410;;;1;;;;;;;;;;;;;;;1;2;2;14;;;7;743;2;1492;;;;33;;;;;;248;3;;;;10;;;;;;;2;1;;;;;;;2;;;;;;;2;;2;;2;6;;;;;;;77;22;;;;;6;;;4;;5;;;9;;3;2;;;;4;;;42;12;4;2;;11;;;;;;;;;;;;;;;;;;;0;;;;60;121;;;;;;;;9;;;1;;
3/10/20;;14;0;;;4;;;;29;20;;;;;;94;;;30;;;;1;;;;;;;;;15;;;;42;;3;;20;2;4;;;;2;8;237;;75;;3;;1;;6;;11;;772;;10;;;0;286;;;2;;;;;;;;;;;;;;;1;;;;;10;;595;10;1797;;;;26;;;;;;131;1;;;;9;;;;;;;;3;;;;;;;;;;;;;;1;;;;;18;;;;;1;;56;23;;;2;1;2;;;23;10;6;;1;9;;3;2;;;;4;;;45;10;;;;12;;;;;;;;;;;;;;;;1;;;;;;;57;200;;;;;;;;4;;;4;;
3/11/20;;15;3;;;4;;;7;51;12;;2;;;;99;2;;1;;;;;;;9;;;;3;;16;1;;;116;;4;;29;;4;;;;;23;157;;151;;;;2;3;4;;6;;975;;;;;0;372;;;8;;;;;;;;;;;;;1;;3;13;14;31;;6;0;881;5;977;;;;54;;;;;;242;4;;;;0;;;;;;2;2;2;;;;2;;;4;;;1;;;;1;;2;;;12;;;;;;;61;85;;;0;6;2;;;0;0;5;;9;2;4;6;8;4;0;;5;;;78;6;15;2;;13;;;;;;;;;;;;;9;;;3;;;3;;;;148;271;;;;;;;;4;;;;;
3/12/20;;;0;;;1;3;;;64;14;;2;1;;;174;0;3;52;;;;10;2;;18;;;;3;;10;;;;152;1;6;;24;6;9;3;;;4;31;271;;252;;;0;;3;1;;9;;1153;;19;;;0;497;;;1;;;;;;;;;;;;2;3;;1;15;8;12;;23;9;958;15;2313;;2;;51;;;1;;;114;3;;;;20;;2;1;;;0;0;2;;3;;1;;;;;;;;;;1;;2;;4;20;;;;;;;121;212;;;;7;6;;;16;4;9;;1;18;;238;20;13;15;;25;;;136;12;26;3;;4;;;;;;;;;;;;;11;;;2;1;;0;;;;259;287;;;;;;;;1;;;6;;
3/13/20;;11;0;;;12;2;;12;115;30;2;0;0;;;250;;16;0;;;;14;1;;25;;0;;9;;35;;;;212;;10;;22;;1;;;1;;22;802;;160;;;5;;11;20;;34;;1531;;96;;;0;595;1;;1;;2;;;;;;;;;1;;9;;3;;27;14;;2;4;1075;32;2651;;4;;56;;;2;;;110;8;;;;5;;1;1;;;;19;6;;1;;2;;;2;;;;;;;10;;;;5;9;;;;;;;111;132;;;;13;5;;;3;1;18;;;19;1;;19;6;5;;17;;;158;9;39;11;;1;2;;;;;;;;;;;;;;;6;1;1;1;;2;;406;351;;;;1;;;;5;;;4;;
3/14/20;1;;0;;;10;7;;3;143;41;;;;;;338;;8;48;;;;12;7;;21;;;;;;38;1;;;267;;10;;19;7;3;1;;;8;34;693;;128;;6;1;6;52;13;;57;;1683;1;28;;;0;785;;;5;;;;;;1;;;;;;1;6;;9;35;21;20;;8;11;1289;0;2547;;2;;62;1;;;;;107;20;;;;;;0;3;;;3;12;3;;1;;2;;;4;;;;;;;1;;1;;10;39;;;;;;;190;0;;1;2;9;16;;;12;0;19;;5;34;1;58;25;17;15;;24;;1;155;13;45;9;;6;13;;;;;;;;;;;;12;;;3;;1;4;;;;484;511;;;;;;;;9;2;;7;;
3/15/20;;0;3;1;;5;7;;11;151;52;;6;;;0;179;1;10;1;;;;3;0;;23;;0;;;;68;0;;;238;3;18;1;22;18;1;0;;;7;64;733;;23;;0;11;5;36;0;;38;;2144;0;27;;;0;838;0;;0;;0;;;;0;1;1;;;;;6;;6;27;38;62;;7;0;1365;21;3497;;;0;43;0;;2;;;76;4;;6;;27;2;0;5;;;3;;7;;11;2;12;;;;;;0;;1;;11;;0;;15;41;;2;;;0;;155;286;;2;0;7;5;;;47;9;36;;3;57;;17;24;5;14;1;0;2;0;149;14;40;14;;19;2;;1;;;;;;1;;;0;0;;;0;;0;6;;;;478;777;6;;;;10;;;0;3;;0;;
3/16/20;3;1;6;;;4;8;;11;205;49;;0;15;;;214;0;10;3;;;;10;;;79;1;;;6;;60;0;1;1;841;0;14;1;25;11;8;;;;9;84;1043;;48;;0;11;9;56;17;;103;;1706;3;57;;;6;924;0;;0;;0;;;;;0;0;;;3;3;11;;8;21;40;72;;3;39;1209;40;2823;;2;14;34;2;;5;;;74;8;;3;;6;0;3;8;;;5;39;5;;10;4;3;;;0;;;;;0;;8;;4;;12;190;;0;;;0;;176;170;0;;2;0;28;;;29;1;21;;0;76;1;64;26;9;4;4;32;1;0;108;12;38;17;;6;5;;;;;;;;0;;;0;32;;;2;16;2;0;;0;;361;823;2;6;0;;5;;;4;8;;27;;
3/17/20;9;12;5;;;9;17;;9;156;77;;0;3;;2;387;17;11;7;;1;;4;1;;34;0;0;;9;;120;1;0;0;0;1;81;0;43;12;6;;;;10;46;1174;;57;;0;10;21;34;16;;21;;2503;1;5;;;2;1210;0;;3;;4;;;;0;0;5;;;0;2;8;;11;17;54;10;;32;0;1053;21;4000;;0;1;10;0;;12;;;84;11;;2;;21;0;0;10;1;;3;4;5;;9;2;6;;;6;;0;;;0;;10;;0;;29;125;;0;;;0;;278;92;0;;2;26;15;;;2;156;52;;1;86;1;38;45;2;30;0;15;1;0;89;17;34;23;;4;1;1;;;;;;;0;;;0;63;;;2;29;1;8;1;2;;442;887;21;2;0;;18;;;4;3;;11;;
3/18/20;0;15;1;;;4;33;;14;316;79;;9;9;1;3;422;0;19;16;;0;;2;1;;57;;0;;0;;145;0;0;0;450;0;45;6;23;8;9;3;;;0;90;1144;;92;;0;2;53;20;40;;35;;3694;0;47;;;7;1097;0;;1;;0;;;1;0;0;0;;;0;1;13;;0;38;69;167;;12;30;1178;48;3526;;3;19;5;1;;0;;;93;7;;22;;0;0;0;13;1;;8;59;25;;7;0;1;2;;12;;;3;;0;;4;;0;;11;120;;0;;;1;;292;139;0;12;0;17;31;;;45;0;61;;2;117;2;3;33;15;21;2;0;0;0;46;23;22;13;;2;4;0;;;;;;;0;;;0;0;;;4;51;2;10;0;9;;611;1766;21;8;0;;0;;;7;3;;23;;
3/19/20;39;0;0;;;4;32;;18;314;111;;6;5;0;2;534;6;11;19;;0;;12;0;;137;;0;;10;;121;11;0;2;353;1;37;0;44;37;19;4;;;18;88;1042;1;91;;10;12;57;33;30;;31;;4047;1;50;;;29;1404;2;;0;;1;;;0;0;2;2;3;;1;3;12;;23;0;74;6;;28;10;1192;3;4207;;2;17;44;3;3;0;;;152;12;;4;;13;0;18;0;0;;8;70;10;;10;0;6;6;;11;;;1;;0;;12;;0;;25;117;;0;;;5;1;346;115;0;8;15;23;28;3;;15;115;49;;3;194;0;10;43;22;33;4;38;2;1;134;47;11;10;;5;5;0;;;;1;;;0;;;0;0;;;5;93;2;31;2;5;;769;2988;29;7;0;;0;;;8;1;;31;2;
3/20/20;22;27;0;;;11;26;;31;550;144;2;10;9;1;0;713;7;13;13;;1;2;5;3;;193;2;0;;11;;156;0;0;0;860;3;104;4;99;26;18;5;;2;0;172;5940;0;36;;0;18;31;9;14;;46;;4569;1;31;1;;25;1861;0;;6;1;4;10;2;0;0;1;1;9;;0;12;23;2;12;55;191;244;;26;13;1046;80;5322;5;1;4;77;0;3;0;;;87;6;1;12;;16;0;0;11;0;;15;135;15;;9;2;13;5;;6;;;0;;1;;9;3;0;;46;110;;0;;;0;0;409;129;0;11;0;28;89;0;;28;176;68;;3;143;2;8;17;32;52;0;67;0;0;122;32;33;16;;17;0;0;;;;0;;;0;;1;0;35;;;10;168;0;0;0;7;;999;4835;15;0;0;;0;;;11;1;;34;0;
3/21/20;0;0;2;0;;0;24;;30;453;165;;0;18;4;7;663;7;22;16;;0;0;5;4;;283;1;1;;0;;125;0;0;0;943;5;92;13;52;30;26;5;2;;9;210;4049;0;104;;13;12;227;16;46;;31;;5446;2;50;0;;8;1617;0;;3;0;5;0;0;0;1;0;4;2;;0;0;22;0;18;82;126;35;1;40;16;1237;79;5986;7;3;13;57;0;0;23;;;147;11;2;4;;14;0;9;13;0;;21;139;25;;23;1;17;1;3;22;;;1;;0;1;17;9;0;;39;130;;1;2;1;4;1;534;190;0;14;9;63;29;12;1;0;17;70;;1;235;5;10;31;9;54;6;36;1;0;200;40;22;14;;25;11;0;0;;;2;;;0;;0;8;154;;;15;311;0;27;0;0;;1055;5374;16;10;0;;3;;;1;3;;55;0;1
